Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9163818359375,99.9831161499023,99.9984893798828,100,100
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,6.88,6.7856,6.6912,6.5968,6.5024
China,CHN,Age dependency ratio (% of working-age population),SP.POP.DPND,35.9439108102547,36.3852516719748,36.9684934334356,37.6684921504844,38.549146051708
China,CHN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,9.41993615797438,9.29518965196507,9.05992241632572,8.83272400747757,8.56294266093139
China,CHN,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,4.47516401124662,3.81251401659557,4.06135234391878,3.90284409383435,3.3
China,CHN,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,632771937342.711,656896456146.985,683575335765.83,710254215384.675,733692604492.369
China,CHN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,2779741,3073450,3356756,3616026,3952098
China,CHN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,37.3600791703296,46.5241730895999,54.7506120985316,76.7876395376749,81.4514790150893
China,CHN,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,270.603699335417,291.259668521338,316.281425673727,344.440508700363,383.703539785131
China,CHN,Consumer price index (2010 = 100),FP.CPI.TOTL,108.318909010561,111.158000721251,113.294061123401,114.922124554591,117.220567045682
China,CHN,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,16.4479999542236,15.4320001602173,14.5120000839233,14.0059995651245,13.3299999237061
China,CHN,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,4.74100017547607,4.48299980163574,4.23600006103516,4.03299999237061,3.83699989318848
China,CHN,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,9.91600036621094,9.32100009918213,8.77299976348877,8.43099975585938,8.01500034332275
China,CHN,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,..,..,..,..,..
China,CHN,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,..,..,..,..,..
China,CHN,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,..,..,..,..,..
China,CHN,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,..,..,..,..,..
China,CHN,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,..,..,..,..,..
China,CHN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..,..,..,..,..
China,CHN,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,..,..,..,..,..
China,CHN,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,..,6,6,6,8
China,CHN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,149.082586041538,155.735525528118,167.236891060141,193.409580233901,215.182680594683
China,CHN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,128.49617744693,133.804493030052,140.147396621274,152.55156517872,156.820241860039
China,CHN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..
China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3474.98806170157,3773.40538390134,3927.04449998901,..,..
China,CHN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.72500002384186,1.74000000953674,1.76699995994568,1.67499995231628,1.66400003433228
China,CHN,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.11700010299683,5.06500005722046,5.06599998474121,4.7649998664856,4.68400001525879
China,CHN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.61800003051758,3.59599995613098,3.60899996757507,3.40199995040894,3.35500001907349
China,CHN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,23.1690006256104,21.92799949646,20.7299995422363,19.5480003356934,18.3570003509521
China,CHN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,26.681999206543,25.3680000305176,24.1049995422363,22.7880001068115,21.4489994049072
China,CHN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,20.3850002288818,19.2049999237061,18.0610008239746,16.9899997711182,15.9270000457764
China,CHN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,29.4839992523193,28.8339996337891,28.0639991760254,27.1019992828369,26.7910003662109
China,CHN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,26.1800003051758,25.0879993438721,23.8519992828369,22.5970001220703,22.0139999389648
China,CHN,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,32.1020011901855,31.7999992370605,31.3939990997314,30.6560001373291,30.5459995269775
China,CHN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,47.3479995727539,49.2379989624023,51.2060012817383,53.351001739502,54.8520011901855
China,CHN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,47.1389999389648,49.5449981689453,52.0429992675781,54.6150016784668,56.5379981994629
